game,setCode,cardId,cardNumber,name,rarity,condition,sellPriceJpy,buyPriceJpy,buyPriceBaseJpy,buyPriceBoosted,spreadJpy,stock,availability,imageUrl,url,scrapedAt
ws,osk2.0,10209,OSK/S121-005SP,人気配信者への道 MEMちょ(サイン入り),SP,near_mint,2480,1100,,False,1380,2,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10209.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10209,2026-09-16T19:44:56.462475+00:00
ws,osk2.0,10210,OSK/S121-035SP,願い続けた夢 アイ(サイン入り),SP,near_mint,4980,3000,,False,1980,0,Sold Out,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10210.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10210,2026-09-16T19:44:56.462480+00:00
ws,osk2.0,10211,OSK/S121-066SP,役者としての矜持 黒川あかね(サイン入り),SP,near_mint,4980,3000,,False,1980,2,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10211.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10211,2026-09-16T19:44:56.462484+00:00
ws,osk2.0,10212,OSK/S121-074SP,強烈な感情演技 アクア -刀鬼-(サイン入り),SP,near_mint,2480,1100,,False,1380,1,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10212.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10212,2026-09-16T19:44:56.462487+00:00
ws,osk2.0,10221,OSK/S121-101A,アイドル(直筆サイン入り/シリアルナンバー付き),AGR,near_mint,1480000,,,False,,0,Sold Out,https://card.yuyu-tei.jp/noimage_100_140.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10221,2026-09-16T19:44:56.462491+00:00
ws,osk2.0,10202,OSK/S121-023EX,テコ入れプラン,RRR+,near_mint,4980,2200,,False,2780,0,Sold Out,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10202.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10202,2026-09-16T19:44:56.462495+00:00
ws,osk2.0,10203,OSK/S121-061EX,巨星の演技,RRR+,near_mint,29800,18000,,False,11800,0,Sold Out,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10203.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10203,2026-09-16T19:44:56.462499+00:00
ws,osk2.0,10204,OSK/S121-062EX,夜に堕つ星,RRR+,near_mint,19800,12000,,False,7800,0,Sold Out,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10204.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10204,2026-09-16T19:44:56.462502+00:00
ws,osk2.0,10205,OSK/S121-063EX,普通の幸せ,RRR+,near_mint,9980,6000,,False,3980,0,Sold Out,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10205.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10205,2026-09-16T19:44:56.462506+00:00
ws,osk2.0,10206,OSK/S121-097EX,傷移しの鞘,RRR+,near_mint,24800,15000,,False,9800,1,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10206.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10206,2026-09-16T19:44:56.462512+00:00
ws,osk2.0,10190,OSK/S121-023R,テコ入れプラン,RRR,near_mint,420,150,,False,270,0,Sold Out,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10190.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10190,2026-09-16T19:44:56.462516+00:00
ws,osk2.0,10191,OSK/S121-024R,情熱の再燃,RRR,near_mint,320,100,,False,220,1,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10191.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10191,2026-09-16T19:44:56.462520+00:00
ws,osk2.0,10192,OSK/S121-025R,撮影の合間に,RRR,near_mint,180,,,False,,8,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10192.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10192,2026-09-16T19:44:56.462524+00:00
ws,osk2.0,10193,OSK/S121-026R,POP IN 2,RRR,near_mint,220,10,,False,210,4,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10193.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10193,2026-09-16T19:44:56.462528+00:00
ws,osk2.0,10194,OSK/S121-061R,巨星の演技,RRR,near_mint,3980,2500,,False,1480,0,Sold Out,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10194.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10194,2026-09-16T19:44:56.462531+00:00
ws,osk2.0,10195,OSK/S121-062R,夜に堕つ星,RRR,near_mint,980,300,,False,680,4,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10195.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10195,2026-09-16T19:44:56.462535+00:00
ws,osk2.0,10196,OSK/S121-063R,普通の幸せ,RRR,near_mint,680,300,,False,380,2,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10196.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10196,2026-09-16T19:44:56.462539+00:00
ws,osk2.0,10197,OSK/S121-064R,全てを懸けた魅せ所,RRR,near_mint,180,,,False,,10,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10197.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10197,2026-09-16T19:44:56.462543+00:00
ws,osk2.0,10198,OSK/S121-097R,傷移しの鞘,RRR,near_mint,3980,1800,,False,2180,2,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10198.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10198,2026-09-16T19:44:56.462547+00:00
ws,osk2.0,10199,OSK/S121-098R,演劇の魅力,RRR,near_mint,500,200,,False,300,0,Sold Out,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10199.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10199,2026-09-16T19:44:56.462550+00:00
ws,osk2.0,10200,OSK/S121-099R,対比構造,RRR,near_mint,180,,,False,,5,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10200.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10200,2026-09-16T19:44:56.462554+00:00
ws,osk2.0,10201,OSK/S121-100R,復讐の果てに,RRR,near_mint,180,,,False,,10,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10201.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10201,2026-09-16T19:44:56.462557+00:00
ws,osk2.0,10102,OSK/S121-001S,役者としての矜持 有馬かな,SR,near_mint,420,20,,False,400,,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10102.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10102,2026-09-16T19:44:56.462561+00:00
ws,osk2.0,10103,OSK/S121-002S,どれにしようかな？MEMちょ,SR,near_mint,320,100,,False,220,0,Sold Out,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10103.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10103,2026-09-16T19:44:56.462565+00:00
ws,osk2.0,10104,OSK/S121-003S,自分だけの色 ルビー,SR,near_mint,220,20,,False,200,2,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10104.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10104,2026-09-16T19:44:56.462568+00:00
ws,osk2.0,10105,OSK/S121-004S,Happy Halloween！ ルビー,SR,near_mint,180,,,False,,7,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10105.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10105,2026-09-16T19:44:56.462572+00:00
ws,osk2.0,10106,OSK/S121-005S,人気配信者への道 MEMちょ,SR,near_mint,180,5,,False,175,5,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10106.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10106,2026-09-16T19:44:56.462575+00:00
ws,osk2.0,10107,OSK/S121-006S,怒涛の撮影スケジュール MEMちょ,SR,near_mint,180,,,False,,6,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10107.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10107,2026-09-16T19:44:56.462581+00:00
ws,osk2.0,10108,OSK/S121-007S,Happy Halloween！ MEMちょ,SR,near_mint,220,50,,False,170,0,Sold Out,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10108.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10108,2026-09-16T19:44:56.462584+00:00
ws,osk2.0,10109,OSK/S121-008S,朝霧の邂逅 ルビー,SR,near_mint,780,350,,False,430,0,Sold Out,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10109.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10109,2026-09-16T19:44:56.462588+00:00
ws,osk2.0,10110,OSK/S121-009S,ルームツアー動画 有馬かな,SR,near_mint,420,150,,False,270,0,Sold Out,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10110.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10110,2026-09-16T19:44:56.462591+00:00
ws,osk2.0,10111,OSK/S121-010S,恋バナ ルビー,SR,near_mint,180,5,,False,175,4,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10111.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10111,2026-09-16T19:44:56.462595+00:00
ws,osk2.0,10112,OSK/S121-011S,クリエイター仲間 MEMちょ,SR,near_mint,120,,,False,,,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10112.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10112,2026-09-16T19:44:56.462598+00:00
ws,osk2.0,10113,OSK/S121-012S,映像クリエイター アネモネ・モネモネ,SR,near_mint,120,,,False,,10,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10113.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10113,2026-09-16T19:44:56.462604+00:00
ws,osk2.0,10114,OSK/S121-013S,レスバ強者 有馬かな,SR,near_mint,220,50,,False,170,0,Sold Out,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10114.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10114,2026-09-16T19:44:56.462607+00:00
ws,osk2.0,10115,OSK/S121-014S,デート服選び 有馬かな,SR,near_mint,80,,,False,,,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10115.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10115,2026-09-16T19:44:56.462611+00:00
ws,osk2.0,10116,OSK/S121-015S,夜のお散歩 ルビー,SR,near_mint,120,,,False,,,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10116.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10116,2026-09-16T19:44:56.462614+00:00
ws,osk2.0,10117,OSK/S121-016S,謹賀新年 MEMちょ,SR,near_mint,80,,,False,,,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10117.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10117,2026-09-16T19:44:56.462617+00:00
ws,osk2.0,10118,OSK/S121-017S,POP IN 2 MEMちょ,SR,near_mint,120,5,,False,115,2,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10118.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10118,2026-09-16T19:44:56.462621+00:00
ws,osk2.0,10119,OSK/S121-018S,POP IN 2 有馬かな,SR,near_mint,220,5,,False,215,10,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10119.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10119,2026-09-16T19:44:56.462624+00:00
ws,osk2.0,10120,OSK/S121-019S,POP IN 2 ルビー,SR,near_mint,220,50,,False,170,0,Sold Out,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10120.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10120,2026-09-16T19:44:56.462628+00:00
ws,osk2.0,10121,OSK/S121-020S,だだっ子 ルビー,SR,near_mint,120,,,False,,10,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10121.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10121,2026-09-16T19:44:56.462631+00:00
ws,osk2.0,10122,OSK/S121-021S,よくある話 有馬かな,SR,near_mint,120,,,False,,10,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10122.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10122,2026-09-16T19:44:56.462635+00:00
ws,osk2.0,10123,OSK/S121-022S,注目のきっかけ,SR,near_mint,120,,,False,,,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10123.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10123,2026-09-16T19:44:56.462638+00:00
ws,osk2.0,10124,OSK/S121-027S,聖夜の待ち合わせ アイ,SR,near_mint,4980,3000,,False,1980,0,Sold Out,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10124.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10124,2026-09-16T19:44:56.462641+00:00
ws,osk2.0,10125,OSK/S121-028S,水族館デート 有馬かな,SR,near_mint,1480,800,,False,680,0,Sold Out,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10125.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10125,2026-09-16T19:44:56.462646+00:00
ws,osk2.0,10126,OSK/S121-029S,自然とのふれあい ルビー,SR,near_mint,320,20,,False,300,4,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10126.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10126,2026-09-16T19:44:56.462650+00:00
ws,osk2.0,10127,OSK/S121-030S,導かれし双星 アクア&ルビー,SR,near_mint,980,500,,False,480,2,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10127.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10127,2026-09-16T19:44:56.462654+00:00
ws,osk2.0,10128,OSK/S121-031S,謹賀新年 有馬かな,SR,near_mint,1480,700,,False,780,1,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10128.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10128,2026-09-16T19:44:56.462657+00:00
ws,osk2.0,10129,OSK/S121-032S,復讐の炎 ルビー,SR,near_mint,320,100,,False,220,0,Sold Out,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10129.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10129,2026-09-16T19:44:56.462661+00:00
ws,osk2.0,10130,OSK/S121-033S,謹賀新年 ルビー,SR,near_mint,120,,,False,,,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10130.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10130,2026-09-16T19:44:56.462666+00:00
ws,osk2.0,10131,OSK/S121-034S,あと、もう少しだけ… 有馬かな,SR,near_mint,1480,700,,False,780,1,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10131.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10131,2026-09-16T19:44:56.462669+00:00
ws,osk2.0,10132,OSK/S121-035S,願い続けた夢 アイ,SR,near_mint,80,,,False,,,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10132.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10132,2026-09-16T19:44:56.462673+00:00
ws,osk2.0,10133,OSK/S121-036S,双子の絆 アクア＆ルビー,SR,near_mint,680,300,,False,380,1,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10133.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10133,2026-09-16T19:44:56.462677+00:00
ws,osk2.0,10134,OSK/S121-037S,素直な感想 アイ,SR,near_mint,80,,,False,,,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10134.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10134,2026-09-16T19:44:56.462681+00:00
ws,osk2.0,10135,OSK/S121-038S,授業参観 ルビー,SR,near_mint,220,50,,False,170,0,Sold Out,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10135.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10135,2026-09-16T19:44:56.462684+00:00
ws,osk2.0,10136,OSK/S121-039S,ホワイトデー アクア,SR,near_mint,180,,,False,,,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10136.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10136,2026-09-16T19:44:56.462688+00:00
ws,osk2.0,10137,OSK/S121-040S,朝食の準備 ルビー,SR,near_mint,80,,,False,,,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10137.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10137,2026-09-16T19:44:56.462691+00:00
ws,osk2.0,10138,OSK/S121-041S,舞台に生きる 有馬かな,SR,near_mint,80,,,False,,,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10138.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10138,2026-09-16T19:44:56.462695+00:00
ws,osk2.0,10139,OSK/S121-042S,残念な第一印象 ルビー,SR,near_mint,120,,,False,,7,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10139.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10139,2026-09-16T19:44:56.462698+00:00
ws,osk2.0,10140,OSK/S121-043S,ホームパーティー 有馬かな,SR,near_mint,180,,,False,,8,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10140.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10140,2026-09-16T19:44:56.462702+00:00
ws,osk2.0,10141,OSK/S121-044S,調整役 有馬かな -ツルギ-,SR,near_mint,80,,,False,,,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10141.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10141,2026-09-16T19:44:56.462705+00:00
ws,osk2.0,10142,OSK/S121-045S,近況報告 ルビー,SR,near_mint,120,,,False,,,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10142.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10142,2026-09-16T19:44:56.462709+00:00
ws,osk2.0,10143,OSK/S121-046S,ルームツアー動画 ルビー,SR,near_mint,120,,,False,,7,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10143.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10143,2026-09-16T19:44:56.462714+00:00
ws,osk2.0,10144,OSK/S121-047S,“ブレイド”姫川大輝,SR,near_mint,680,300,,False,380,0,Sold Out,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10144.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10144,2026-09-16T19:44:56.462718+00:00
ws,osk2.0,10145,OSK/S121-048S,夕涼み アクア,SR,near_mint,120,,,False,,10,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10145.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10145,2026-09-16T19:44:56.462722+00:00
ws,osk2.0,10146,OSK/S121-049S,新衣装 有馬かな,SR,near_mint,80,,,False,,,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10146.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10146,2026-09-16T19:44:56.462725+00:00
ws,osk2.0,10147,OSK/S121-050S,眩い太陽 有馬かな -ツルギ-,SR,near_mint,120,,,False,,10,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10147.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10147,2026-09-16T19:44:56.462728+00:00
ws,osk2.0,10148,OSK/S121-051S,血縁関係 姫川大輝,SR,near_mint,120,,,False,,,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10148.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10148,2026-09-16T19:44:56.462732+00:00
ws,osk2.0,10149,OSK/S121-052S,“可愛く”魅せる 有馬かな,SR,near_mint,220,50,,False,170,0,Sold Out,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10149.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10149,2026-09-16T19:44:56.462735+00:00
ws,osk2.0,10150,OSK/S121-053S,スマートなエスコート アクア,SR,near_mint,180,30,,False,150,0,Sold Out,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10150.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10150,2026-09-16T19:44:56.462739+00:00
ws,osk2.0,10151,OSK/S121-054S,胸の内のもや 有馬かな,SR,near_mint,120,5,,False,115,2,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10151.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10151,2026-09-16T19:44:56.462742+00:00
ws,osk2.0,10152,OSK/S121-055S,力不足 鳴嶋メルト,SR,near_mint,120,,,False,,,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10152.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10152,2026-09-16T19:44:56.462746+00:00
ws,osk2.0,10153,OSK/S121-056S,“キザミ”鳴嶋メルト,SR,near_mint,80,,,False,,,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10153.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10153,2026-09-16T19:44:56.462749+00:00
ws,osk2.0,10154,OSK/S121-057S,喪失感 アクア,SR,near_mint,180,,,False,,9,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10154.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10154,2026-09-16T19:44:56.462752+00:00
ws,osk2.0,10155,OSK/S121-058S,Happy Halloween！ 有馬かな,SR,near_mint,120,,,False,,7,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10155.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10155,2026-09-16T19:44:56.462756+00:00
ws,osk2.0,10156,OSK/S121-059S,稽古中 有馬かな,SR,near_mint,220,50,,False,170,0,Sold Out,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10156.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10156,2026-09-16T19:44:56.462762+00:00
ws,osk2.0,10157,OSK/S121-060S,謎の少女,SR,near_mint,180,,,False,,,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10157.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10157,2026-09-16T19:44:56.462765+00:00
ws,osk2.0,10158,OSK/S121-065S,コーヒーを片手に アクア,SR,near_mint,3480,2200,,False,1280,0,Sold Out,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10158.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10158,2026-09-16T19:44:56.462769+00:00
ws,osk2.0,10159,OSK/S121-066S,役者としての矜持 黒川あかね,SR,near_mint,180,30,,False,150,2,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10159.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10159,2026-09-16T19:44:56.462772+00:00
ws,osk2.0,10160,OSK/S121-067S,星降る夜に 黒川あかね,SR,near_mint,1480,600,,False,880,4,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10160.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10160,2026-09-16T19:44:56.462775+00:00
ws,osk2.0,10161,OSK/S121-068S,役の作り込み 黒川あかね,SR,near_mint,120,,,False,,,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10161.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10161,2026-09-16T19:44:56.462780+00:00
ws,osk2.0,10162,OSK/S121-069S,宮崎観光 アクア&黒川あかね,SR,near_mint,1480,700,,False,780,0,Sold Out,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10162.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10162,2026-09-16T19:44:56.462784+00:00
ws,osk2.0,10163,OSK/S121-070S,舞台に生きる 黒川あかね,SR,near_mint,1480,700,,False,780,0,Sold Out,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10163.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10163,2026-09-16T19:44:56.462788+00:00
